dtc,meanRelabund,domTaxa,minClusterSize,deepSplit,mgCST,color_mgCST
17,0.2610554326404734,Gardnerella_swidsinkii_2,40,3,19,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,40,3,20,#3D3495
2,0.240539396348035,MultiGenera,40,3,21,#8c8c8c
14,0.2033299953033036,MultiGenera,40,3,22,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,40,4,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,40,4,2,#FF1919
5,0.8643502635506987,Lactobacillus_crispatus_3,40,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,40,4,4,#FF4C4C
21,0.8724524352608115,Lactobacillus_crispatus_6,40,4,5,#FF7F7F
1,0.5536358573490597,Lactobacillus_crispatus_7,40,4,6,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,40,4,7,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,40,4,8,#FF8C00
6,0.7769133321298963,Lactobacillus_iners_2,40,4,9,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,40,4,10,#FF9C24
3,0.6425756127054733,Lactobacillus_iners_4,40,4,11,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,40,4,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,40,4,13,#FFDEB6
4,0.3940245173025669,UBA629_sp005465875_1,40,4,14,#448A73
27,0.3226739570313777,UBA629_sp005465875_3,40,4,15,#8EB8AB
7,0.261490275312953,UBA629_sp005465875_4,40,4,16,#B4D0C7
15,0.278174221112964,Gardnerella_vaginalis_1,40,4,17,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,40,4,18,#C7C5E0
19,0.2274848054546407,Gardnerella_vaginalis_C_1,40,4,19,#B9B6D9
22,0.1980253669982367,Gardnerella_vaginalis_H_1,40,4,20,#F1F0F7
17,0.2666854033768036,Gardnerella_swidsinkii_1,40,4,21,#827DBA
20,0.2610554326404734,Gardnerella_swidsinkii_2,40,4,22,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,40,4,23,#3D3495
9,0.5785257818314725,Bifidobacterium_breve_2,40,4,24,#D5FFD5
2,0.2411694137851849,MultiGenera,40,4,25,#8c8c8c
18,0.1909820574107562,MultiGenera,40,4,26,#8c8c8c
24,0.2093265316481618,MultiGenera,40,4,27,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,41,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,41,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,41,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,41,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,41,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,41,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,41,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,41,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,41,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,41,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,41,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,41,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,41,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,41,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,41,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,41,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,41,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,41,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,41,1,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,41,1,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,41,1,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,41,1,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,41,1,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,41,1,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,41,1,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,41,1,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,41,1,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,41,1,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,41,1,14,#C7C5E0
1,0.2422917250729616,MultiGenera,41,1,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,41,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,41,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,41,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,41,2,4,#FF4C4C
14,0.8724524352608115,Lactobacillus_crispatus_6,41,2,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,41,2,6,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,41,2,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,41,2,8,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,41,2,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,41,2,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,41,2,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,41,2,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,41,2,13,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,41,2,14,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,41,2,15,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,41,2,16,#8E8AC0
1,0.2422917250729616,MultiGenera,41,2,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,41,3,1,#FF0000
12,0.8117584386405232,Lactobacillus_crispatus_2,41,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,41,3,3,#FF3333
20,0.8175721451739782,Lactobacillus_crispatus_4,41,3,4,#FF4C4C
18,0.8724524352608115,Lactobacillus_crispatus_6,41,3,5,#FF7F7F
1,0.5600729067841665,Lactobacillus_crispatus_7,41,3,6,#FF9999
21,0.8615226336749823,Lactobacillus_crispatus_8,41,3,7,#FFB2B2
11,0.5483186717779636,Lactobacillus_iners_1,41,3,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,41,3,9,#FF9C24
15,0.402193724594676,Lactobacillus_iners_2,41,3,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,41,3,11,#FFBD6D
13,0.6485966884851313,Lactobacillus_iners_5,41,3,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,41,3,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,41,3,14,#448A73
3,0.261637413298653,UBA629_sp005465875_4,41,3,15,#B4D0C7
19,0.4844488319619967,Gardnerella_vaginalis_2,41,3,16,#C7C5E0
16,0.2666854033768036,Gardnerella_swidsinkii_1,41,3,17,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,41,3,18,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,41,3,19,#3D3495
2,0.240539396348035,MultiGenera,41,3,20,#8c8c8c
14,0.2033299953033036,MultiGenera,41,3,21,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,41,4,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,41,4,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,41,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,41,4,4,#FF4C4C
21,0.8724524352608115,Lactobacillus_crispatus_6,41,4,5,#FF7F7F
1,0.5536358573490597,Lactobacillus_crispatus_7,41,4,6,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,41,4,7,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,41,4,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,41,4,9,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,41,4,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,41,4,11,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,41,4,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,41,4,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,41,4,14,#448A73
2,0.2774860090955476,UBA629_sp005465875_4,41,4,15,#B4D0C7
15,0.278174221112964,Gardnerella_vaginalis_1,41,4,16,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,41,4,17,#C7C5E0
19,0.2274848054546407,Gardnerella_vaginalis_C_1,41,4,18,#B9B6D9
22,0.1980253669982367,Gardnerella_vaginalis_H_1,41,4,19,#F1F0F7
17,0.2666854033768036,Gardnerella_swidsinkii_1,41,4,20,#827DBA
20,0.2610554326404734,Gardnerella_swidsinkii_2,41,4,21,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,41,4,22,#3D3495
9,0.5785257818314725,Bifidobacterium_breve_2,41,4,23,#D5FFD5
3,0.2411694137851849,MultiGenera,41,4,24,#8c8c8c
18,0.1909820574107562,MultiGenera,41,4,25,#8c8c8c
24,0.2093265316481618,MultiGenera,41,4,26,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,42,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,42,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,42,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,42,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,42,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,42,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,42,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,42,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,42,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,42,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,42,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,42,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,42,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,42,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,42,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,42,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,42,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,42,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,42,1,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,42,1,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,42,1,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,42,1,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,42,1,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,42,1,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,42,1,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,42,1,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,42,1,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,42,1,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,42,1,14,#C7C5E0
1,0.2422917250729616,MultiGenera,42,1,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,42,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,42,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,42,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,42,2,4,#FF4C4C
14,0.8724524352608115,Lactobacillus_crispatus_6,42,2,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,42,2,6,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,42,2,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,42,2,8,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,42,2,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,42,2,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,42,2,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,42,2,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,42,2,13,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,42,2,14,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,42,2,15,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,42,2,16,#8E8AC0
1,0.2422917250729616,MultiGenera,42,2,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,42,3,1,#FF0000
12,0.8117584386405232,Lactobacillus_crispatus_2,42,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,42,3,3,#FF3333
20,0.8175721451739782,Lactobacillus_crispatus_4,42,3,4,#FF4C4C
18,0.8724524352608115,Lactobacillus_crispatus_6,42,3,5,#FF7F7F
1,0.5600729067841665,Lactobacillus_crispatus_7,42,3,6,#FF9999
21,0.8615226336749823,Lactobacillus_crispatus_8,42,3,7,#FFB2B2
11,0.5483186717779636,Lactobacillus_iners_1,42,3,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,42,3,9,#FF9C24
15,0.402193724594676,Lactobacillus_iners_2,42,3,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,42,3,11,#FFBD6D
13,0.6485966884851313,Lactobacillus_iners_5,42,3,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,42,3,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,42,3,14,#448A73
3,0.261637413298653,UBA629_sp005465875_4,42,3,15,#B4D0C7
19,0.4844488319619967,Gardnerella_vaginalis_2,42,3,16,#C7C5E0
16,0.2666854033768036,Gardnerella_swidsinkii_1,42,3,17,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,42,3,18,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,42,3,19,#3D3495
2,0.240539396348035,MultiGenera,42,3,20,#8c8c8c
14,0.2033299953033036,MultiGenera,42,3,21,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,42,4,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,42,4,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,42,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,42,4,4,#FF4C4C
21,0.8724524352608115,Lactobacillus_crispatus_6,42,4,5,#FF7F7F
1,0.5536358573490597,Lactobacillus_crispatus_7,42,4,6,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,42,4,7,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,42,4,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,42,4,9,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,42,4,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,42,4,11,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,42,4,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,42,4,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,42,4,14,#448A73
2,0.2774860090955476,UBA629_sp005465875_4,42,4,15,#B4D0C7
15,0.278174221112964,Gardnerella_vaginalis_1,42,4,16,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,42,4,17,#C7C5E0
19,0.2274848054546407,Gardnerella_vaginalis_C_1,42,4,18,#B9B6D9
22,0.1980253669982367,Gardnerella_vaginalis_H_1,42,4,19,#F1F0F7
17,0.2666854033768036,Gardnerella_swidsinkii_1,42,4,20,#827DBA
20,0.2610554326404734,Gardnerella_swidsinkii_2,42,4,21,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,42,4,22,#3D3495
9,0.5785257818314725,Bifidobacterium_breve_2,42,4,23,#D5FFD5
3,0.2411694137851849,MultiGenera,42,4,24,#8c8c8c
18,0.1909820574107562,MultiGenera,42,4,25,#8c8c8c
24,0.2093265316481618,MultiGenera,42,4,26,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,43,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,43,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,43,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,43,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,43,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,43,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,43,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,43,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,43,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,43,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,43,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,43,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,43,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,43,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,43,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,43,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,43,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,43,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,43,1,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,43,1,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,43,1,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,43,1,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,43,1,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,43,1,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,43,1,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,43,1,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,43,1,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,43,1,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,43,1,14,#C7C5E0
1,0.2422917250729616,MultiGenera,43,1,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,43,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,43,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,43,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,43,2,4,#FF4C4C
14,0.8724524352608115,Lactobacillus_crispatus_6,43,2,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,43,2,6,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,43,2,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,43,2,8,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,43,2,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,43,2,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,43,2,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,43,2,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,43,2,13,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,43,2,14,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,43,2,15,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,43,2,16,#8E8AC0
1,0.2422917250729616,MultiGenera,43,2,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,43,3,1,#FF0000
12,0.8117584386405232,Lactobacillus_crispatus_2,43,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,43,3,3,#FF3333
20,0.8175721451739782,Lactobacillus_crispatus_4,43,3,4,#FF4C4C
18,0.8724524352608115,Lactobacillus_crispatus_6,43,3,5,#FF7F7F
1,0.5600729067841665,Lactobacillus_crispatus_7,43,3,6,#FF9999
21,0.8615226336749823,Lactobacillus_crispatus_8,43,3,7,#FFB2B2
11,0.5483186717779636,Lactobacillus_iners_1,43,3,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,43,3,9,#FF9C24
15,0.402193724594676,Lactobacillus_iners_2,43,3,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,43,3,11,#FFBD6D
13,0.6485966884851313,Lactobacillus_iners_5,43,3,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,43,3,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,43,3,14,#448A73
3,0.261637413298653,UBA629_sp005465875_4,43,3,15,#B4D0C7
19,0.4844488319619967,Gardnerella_vaginalis_2,43,3,16,#C7C5E0
16,0.2666854033768036,Gardnerella_swidsinkii_1,43,3,17,#827DBA
17,0.2610554326404734,Gardnerella_swidsinkii_2,43,3,18,#8E8AC0
10,0.3045958474869036,Gardnerella_piotii_1,43,3,19,#3D3495
2,0.240539396348035,MultiGenera,43,3,20,#8c8c8c
14,0.2033299953033036,MultiGenera,43,3,21,#8c8c8c
10,0.8405851111556855,Lactobacillus_crispatus_1,43,4,1,#FF0000
13,0.8117584386405232,Lactobacillus_crispatus_2,43,4,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,43,4,3,#FF3333
25,0.8175721451739782,Lactobacillus_crispatus_4,43,4,4,#FF4C4C
21,0.8724524352608115,Lactobacillus_crispatus_6,43,4,5,#FF7F7F
1,0.5536358573490597,Lactobacillus_crispatus_7,43,4,6,#FF9999
26,0.8615226336749823,Lactobacillus_crispatus_8,43,4,7,#FFB2B2
12,0.5483186717779636,Lactobacillus_iners_1,43,4,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,43,4,9,#FF9C24
16,0.402193724594676,Lactobacillus_iners_2,43,4,10,#FF9C24
4,0.6425756127054733,Lactobacillus_iners_4,43,4,11,#FFBD6D
14,0.6485966884851313,Lactobacillus_iners_5,43,4,12,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,43,4,13,#FFDEB6
5,0.3940245173025669,UBA629_sp005465875_1,43,4,14,#448A73
2,0.2774860090955476,UBA629_sp005465875_4,43,4,15,#B4D0C7
15,0.278174221112964,Gardnerella_vaginalis_1,43,4,16,#908BC2
23,0.4844488319619967,Gardnerella_vaginalis_2,43,4,17,#C7C5E0
19,0.2274848054546407,Gardnerella_vaginalis_C_1,43,4,18,#B9B6D9
22,0.1980253669982367,Gardnerella_vaginalis_H_1,43,4,19,#F1F0F7
17,0.2666854033768036,Gardnerella_swidsinkii_1,43,4,20,#827DBA
20,0.2610554326404734,Gardnerella_swidsinkii_2,43,4,21,#8E8AC0
11,0.3045958474869036,Gardnerella_piotii_1,43,4,22,#3D3495
9,0.5785257818314725,Bifidobacterium_breve_2,43,4,23,#D5FFD5
3,0.2411694137851849,MultiGenera,43,4,24,#8c8c8c
18,0.1909820574107562,MultiGenera,43,4,25,#8c8c8c
24,0.2093265316481618,MultiGenera,43,4,26,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,44,0,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,44,0,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,44,0,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,44,0,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,44,0,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,44,0,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,44,0,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,44,0,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,44,0,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,44,0,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,44,0,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,44,0,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,44,0,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,44,0,14,#C7C5E0
1,0.2422917250729616,MultiGenera,44,0,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,44,1,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,44,1,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,44,1,3,#FF3333
14,0.8175721451739782,Lactobacillus_crispatus_4,44,1,4,#FF4C4C
13,0.8724524352608115,Lactobacillus_crispatus_6,44,1,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,44,1,6,#FF9999
15,0.8615226336749823,Lactobacillus_crispatus_8,44,1,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,44,1,8,#FF8C00
4,0.6235306948486403,Lactobacillus_iners_2,44,1,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,44,1,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,44,1,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,44,1,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,44,1,13,#448A73
3,0.3152232455763519,Gardnerella_vaginalis_2,44,1,14,#C7C5E0
1,0.2422917250729616,MultiGenera,44,1,15,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,44,2,1,#FF0000
11,0.8117584386405232,Lactobacillus_crispatus_2,44,2,2,#FF1919
7,0.8643502635506987,Lactobacillus_crispatus_3,44,2,3,#FF3333
16,0.8175721451739782,Lactobacillus_crispatus_4,44,2,4,#FF4C4C
14,0.8724524352608115,Lactobacillus_crispatus_6,44,2,5,#FF7F7F
2,0.5600729067841665,Lactobacillus_crispatus_7,44,2,6,#FF9999
17,0.8615226336749823,Lactobacillus_crispatus_8,44,2,7,#FFB2B2
10,0.5483186717779636,Lactobacillus_iners_1,44,2,8,#FF8C00
3,0.6235306948486403,Lactobacillus_iners_2,44,2,9,#FF9C24
5,0.6425756127054733,Lactobacillus_iners_4,44,2,10,#FFBD6D
12,0.6485966884851313,Lactobacillus_iners_5,44,2,11,#FFCD91
8,0.6829658559505328,Lactobacillus_iners_6,44,2,12,#FFDEB6
6,0.3940245173025669,UBA629_sp005465875_1,44,2,13,#448A73
15,0.4844488319619967,Gardnerella_vaginalis_2,44,2,14,#C7C5E0
13,0.2666854033768036,Gardnerella_swidsinkii_1,44,2,15,#827DBA
4,0.2874358016356634,Gardnerella_swidsinkii_2,44,2,16,#8E8AC0
1,0.2422917250729616,MultiGenera,44,2,17,#8c8c8c
9,0.8405851111556855,Lactobacillus_crispatus_1,44,3,1,#FF0000
12,0.8117584386405232,Lactobacillus_crispatus_2,44,3,2,#FF1919
6,0.8643502635506987,Lactobacillus_crispatus_3,44,3,3,#FF3333
20,0.8175721451739782,Lactobacillus_crispatus_4,44,3,4,#FF4C4C
18,0.8724524352608115,Lactobacillus_crispatus_6,44,3,5,#FF7F7F
1,0.5600729067841665,Lactobacillus_crispatus_7,44,3,6,#FF9999
21,0.8615226336749823,Lactobacillus_crispatus_8,44,3,7,#FFB2B2
11,0.5483186717779636,Lactobacillus_iners_1,44,3,8,#FF8C00
7,0.7769133321298963,Lactobacillus_iners_2,44,3,9,#FF9C24
15,0.402193724594676,Lactobacillus_iners_2,44,3,10,#FF9C24
